category,faqQuestion,faqAnswer,lastUpdated
Special Needs,Are differently abled passengers offered assistance by crew to use lavatory on IndiGo ?,"A lavatory with a single panel door and additional grab bar is available on all our aircraft. Our cabin crew can provide assistance moving to and from the lavatory door(same as above), but will not be able to assist the customer inside the lavatory.",26-05-2025
Special Needs,What is the policy for expectant mothers travelling on GoAir ?,"Following guidelines apply to safeguard the health of the mother and the baby:

Provided the pregnancy has been uncomplicated and the customer is not experiencing a related medical condition, there is no problem flying whilst pregnant until the 28th week. 

For traveling between 28-36 weeks, a medical certification as Fit to Fly as Customer on date of travel is required from the treating doctor. For the safety of the customer, GoAir reserves the right, under certain circumstances, to refuse boarding if the customer chooses to not carry a medical certificate.

Travel after the 36th week of gestation is not permitted. 

Newborn babies can travel from Day 7, if born on or after the due date with no complications. In case of caesarean section and/or complicated delivery they can fly after 2 weeks.",26-05-2025
Baggage,How do I transport a Firearm or Ammunition?,"There are specific regulations governing the transport of firearms, firearm parts, and ammunition.",26-05-2025
Baggage,What is the permissible size of hand baggage allowed for air passengers?,115 cm total of all dimensions except at Srinagar airport where carry-on (hand baggage) is not allowed.,26-05-2025
Baggage,What is the left luggage facility at Netaji Subhash Chandra Bose International Airport Kolkata?,"There is left luggage/baggage storage facilities to safely and securely store your luggage at the airport terminal. Baggage and luggage items can be stored for a few hours or up to 30 days. All items are subject to security checks, including X-ray screening and random hand searches. The facility operates 24 x 7 and booking of can be done at the Arrival Level - Counter No 18 (near Gate 3C) and Departure Level - Airport Manager's office (Gate 3C). Both Domestic and International passengers can leave luggage for a maximum of 30 days at Charges are Rs.20/- per baggage (for 24 hours period). Beyond 24 hours or part there off, Rs.40/- per day per baggage will be charged For any assistance / enquiry, contact",26-05-2025
Baggage,What are the baggage allowances for GoAir operated flights ?,"As per GoAir revised policy effective 20th Jul'16 customers can now avail free baggage of 15 kg for Economy and 35 kg for Business travel. Customers will have to pay ₹ 350/- per kg. Customers who have bought GoLite our Hand Baggage only fares before April 19th, 2016, can purchase check-in baggage of 15 kg on their ticket, only from airport / call centre by paying ₹ 400/- for 15 kg. Infants do not have any check-in baggage allowance. However customers traveling with an infant are allowed to carry one extra cabin baggage weighing not more than 7 Kg and a fully collapsible baby's wrap or a blanket.",26-05-2025
Baggage,Where can I get baggage in airport,In airport terminal section,26-05-2025
Passenger,How should I pack before my ﬂight?,There are different restrictions on what you can pack in your carry-on & checked baggage. All of your baggage will be screened and possibly hand-searched as part of the new security measures.,26-05-2025
Passenger,Till what visibility Range is the Airport Operational at Kempegowda International Airport Bengaluru ?,Aircrafts can undertake normal Operations at Kempegowda International Airport Bengaluru till Runway Visual Range (RVR) is 400M.,26-05-2025
Passenger,Where is the smoking zone located at Chhatrapati Shivaji International Airport (CSIA) Mumbai ?,"There are designated smoking areas at both Domestic and International terminals of Chhatrapati Shivaji International Airport (CSIA)  Mumbai.
For information on the locations, please visit - www.csia.in/passenger/smoking-zones.aspx",26-05-2025
Passenger,How do I travel between terminals at Indira Gandhi International Airport Delhi ?,Inter terminal transfer coaches are provided which connect passengers between Terminal 3 and Terminal 1D . A Inter Terminal Transfer Helpdesk is located outside the arrival terminals for assistance.,26-05-2025
Passenger,How do I travel between terminals at Rajiv Gandhi International Airport Hyderabad ?,There is only one integrated terminal and Please follow the signages or kindly get in touch with the Airport staff who will assist you or for any assistance Please contact the Information counter available at the Meeter’s and Greeters area for assistance.,26-05-2025
Passenger,What are the details of car parking in Rajiv Gandhi International Airport Hyderabad ?,The Parking at Rajiv Gandhi International Airport Hyderabad is managed by Tenaga Parking with the unique ‘Touch and Go’ concept. Contact for more information : Tenaga Car Park: 04066604205/10,26-05-2025
Passenger,What is the distance / direction of the Cochin International Airport from Cochin City?,"Cochin International Airport is located 28 km northeast of downtown Kochi in an area known as  
Nedumbassery.   It is centrally situated between NH 47 (Kanyakumari-Salem Highway) and MC Road (Trivandrum-Angamaly).
Angamaly (AFK)   is the nearest railway station (9 KM). But some trains stop  Aluva (AWY) station (14KM) only.",26-05-2025
Passenger,Are there any Guest rooms facility at Cochin International Airport ?,"Five guest rooms are available at domestic terminal building of Cochin International Airport
Tariff
Rs. 4720/- (including tax) for Suite Room
Rs. 2688/- (including tax) for delex Room
Booking contact: 8589 999 300",26-05-2025
Passenger,Can I make the booking online on the Air India website and pay at any of the Air India offices?,"Due to ticketing regulations, a different fare may apply if you wish to pay for the tickets at an Air India office. The fares displayed online are for sale and payment made throughhttp://www.airindia.in/ only.",26-05-2025
Passenger,What bookings can be made using the Concessionary fare types on the Air India website?,"Currently passengers may use the Concessionary fare types link for making an online booking for domestic travel within India only. The concessions offered are for Senior Citizen, Youth, Students and other Government and Military concessions, the details of which can be viewed on the link: concessionary-fare.htm If in case Senior citizen fares are valid for international travel (as the same are introduced periodically) the details will be viewable on the above link.",26-05-2025
Passenger,What type of aircraft does IndiGo fly?,IndiGo operates the Airbus A320–200 CEO & NEO aircraft and the ATR 72-600 aircraft. The seating capacity on A320 fleet is 180 and ATR Fleet is 74.,26-05-2025
Passenger,Can I switch from IndiGo Family Fare to other fare?,"Once passengers have opted for IndiGo Family Fare option, you cannot switch to any other option of fares. Any such change will be considered a change of booking and the applicable change fee and difference of fare will accordingly apply.",26-05-2025
Passenger,Can my organisation become a member of the JetPrivilege programme?,"Membership to JetPrivilege is restricted to individuals only. However, with the launch of the Business Rewards+ programme, small and medium enterprises can now be enrolled into the JetPrivilege programme and have a company level JetPrivilege account. Currently enrolment into the Business Rewards+ programme is available only by subscribing to the corporate co-brand credit card offered by our banking partner - American Express. Please note; the Business Rewards+ programme feature is currently available only for member’s within India.",26-05-2025
Passenger,How do I earn JPMiles if I’m not a frequent flyer?,"JetPrivilege has 100+ non-airline partners across categories such as banking, hotels, retail, dining, publishing lifestyle to name a few, making earning of JPMiles extremely easy. JetPrivilege has also partnered with leading banks (HDFC, ICICI, IndusInd & American Express) to offer co-brand credit & debit cards which means you can earn JPMiles on every spend you make!",26-05-2025
Passenger,How do I book my JetPrivilege Award ticket through a travel agent?,"Travel agents are not permitted to book JetPrivilege Award tickets. You can book, redeem your JPMiles, pay and print your award ticket online at jetairways.com. Alternatively, you can also redeem your JPMiles on jetprivilege.com OR you can fill up the online Travel Request at jetairways.com OR download and email the Award Travel Request Form duly filled and signed by the member to jpredemptions@jetprivilege.com.",26-05-2025
Passenger,Does GoAir offer Student Fares ?,"The following guidelines are applicable for Student Fares.
. Student fare will be available for bookings done online on www.GoAir.in by opting in for student fare
. GoAir will provide 5% discount on base fare only. All applicable fees/taxes payable by the student.
. Scheme is applicable for students above the age of 12 years, who belong to a recognized School / University that issues a bonafide Student ID card
. It is mandatory for the students to carry a valid student ID card as well as valid Govt approved photo ID and display it at the time of check-in at the airport.
. Scheme is valid for students only. Not applicable for family members.
. Student discount is applicable for all domestic flights.
. Student discount is valid on both, one-way and round-trip bookings.
. Bookings made under Student Discount Scheme are changed or cancelled. However, only one modification is allowed by calling at the call centre
. Tickets booked under the scheme are non-transferable - No name changes permitted.
. Web Check-in is not allowed for all the Student Discount bookings.
. Limited inventory available under the scheme and seats are subject to availability.
. Scheme cannot be combined with any other offers/discounts/promotions from GoAir.
. GoAir reserves the right to amend/modify/cancel the scheme without any prior intimation.
. Bookings under this offer are refundable after deducting the applicable cancellation fares.
. An excess baggage of 25 kg (Standard 15 + 10) will be allowed at Airport only after Student showing a valid student ID card as well as valid Govt approved photo ID.
. This offer is applicable for international students also
. A valid student ID card as well as valid Govt approved photo ID and international boarding pass of travel within 24 hours needs to be presented to avail this offer",26-05-2025
Passenger,What is Vistara WomanFlyer ?,"Vistara is thrilled to present #VistaraWomanFlyer. An industry-first service designed especially for our women travelers. As part of this unique initiative, female passengers can choose their desired seat from among a window or an aisle seat, while female passengers traveling alone will additionally enjoy special baggage and transport assistance on arrival, completely free of cost.",26-05-2025
License,Whether a person holding FAA license can do recency flying in India?,"A person holding FAA licence can do recency flying in India in any of the Flying Training Institute approved by the DGCA subject to comply with the provisions of Rule 6, Rule 38A, Rule 39B of the Aircraft Rules, 1937 i.e. the applicant must have a valid Indian Student Pilot Licence, Valid FRTOL and he medical.",26-05-2025
License,Whether a person holding FAA licence can do recency flying in Philippines?,"No. However, a person can fly a foreign registered aircraft in accordance with the Rules being followed by the Regulatory Authority of the State where the aircraft is operating.",26-05-2025
License,How to obtain a RTR?,"RTR is issued by Central Government through Ministry of Communication under Indian Wireless Telegraphy Rules, 1954. For details please see their website www.dot.gov.in",26-05-2025
License,Is it essential to submit original documents while applying for issue conversion of license?,The list of documents to be submitted for issue / conversion of license is given at serial number 21 of the application Performa available on DGCA web site www.dgca.nic.in under the tab forms.,26-05-2025
License,Whether a person can continue ﬂying when a pilot is not having valid medical class-l or Class-II ?,No person can fly without valid medical.,26-05-2025
License,where can I find the terminal list of landing flights,,26-05-2025
Special Needs,"If I need a wheelchair, what should I do? Is there a charge?","If a wheelchair is needed, the request should be placed at the time of reservation, ticketing or reconfirmation of the booking. Passengers are requested to pre-book wheelchairs at the time of flight booking / ticket issuance to avoid last minute delays / non availability of wheelchairs.",26-05-2025
Special Needs,If l require a stretcher what are the formalities that require to be completed?,You will be required to prepare and submit a Medical Information form (MEDIF).,26-05-2025
Special Needs,What in have special medications that I must carry with me?,"If you require special medication, you should always carry your prescription with you when you board any flight. Different countries have different laws governing the possession of prescription drugs, and some countries have limited supplies should you require a refill of your prescription, so it is always better to bring an extra supply with you. For further information concerning any particular medications, consult with your physician and contact the local embassy of the country to which you are travelling.",26-05-2025
Special Needs,Does Chhatrapati Shivaji International Airport (CSIA) Mumbai have a prayer room ?,Yes. Prayer rooms are available at Chhatrapati Shivaji International Airport (CSIA)  Mumbai International Terminal (T2) at level 4 & 3,26-05-2025
Special Needs,Is there any Child Care lounge facility at Indira Gandhi International Airport Delhi ?,"For the privacy of mothers who wish to nurse their infants, a well-equipped Child Care Lounge with toys, baby cot is available at all terminals of Indira Gandhi International Airport Delhi .",26-05-2025
Special Needs,What are the facilities available for passengers with special needs at Indira Gandhi International Airport Delhi ?,"All terminals at Indira Gandhi International Airport have been designed to ensure safe movement of passengers with reduced mobility. Designated car parking bays, elevators, reclined passenger movers have been installed ,to enhance the airport experience. A special counter, located near gate number 1 at Terminal 3 and gate number 8 at T1D has been placed to facilitate passengers who need wheel chairs. A passenger can also call “Special Assistance” from the telephone installed at the curb side of Terminal 3 Gate no. 1 in departures at T-2",26-05-2025
Special Needs,Are there extra charges for the special services offered by IndiGo ?,"Since these services are not used by everybody, IndiGo charges specific fees to customers using special services only.",26-05-2025
Special Needs,How does IndiGo classify an infant,A customer under 2 years of age is classified as an infant. Proof of age is required so please have the infant's valid photo-ID available for inspection,26-05-2025
Special Needs,Do I need to inform IndiGo if I have any medical condition?,"Customers who are ailing from any particular medical condition can travel on IndiGo after giving prior medical information as per the medical form provided on the IndiGo Website, in order for IndiGo to provide complete assistance.

 Medical Information must be provided to IndiGo at least 72 hours prior to the scheduled departure of the flight.
The customer must also inform IndiGo regarding any hospitalisation requirement upon arrival. 
In case a Customer will be accompanied by a safety assistant during travel then his/her name and contact details must also be shared with IndiGo.",26-05-2025
Special Needs,Does SpiceJet allow me to bring my pets on board with me for domestic  travel?,"SpiceJet permits the carriage of live animals on its flights but booked through cargo services. Please refer to the full terms and conditions associated with the carriage of live animals on SpiceJet. Guide dogs for blind Customers are exempt from this rule, but any Customer traveling with a guide dog should make his/her reservation via the SpiceJet Reservations and provide us notice that a guide dog will be traveling. Please note that guide dogs for the blind may not occupy any seat. The Customer is required to bring a moisture absorbent mat, and to place it under the guide dog. Further, the guide dog should be properly trained, restrained and muzzled.",26-05-2025
Special Needs,Is there any Child Care lounge facility at Indira Gandhi International Airport Delhi ?,"For the privacy of mothers who wish to nurse their infants, a well-equipped Child Care Lounge with toys, baby cot is available at all terminals of Indira Gandhi International Airport Delhi .",26-05-2025
Special Needs,What are the facilities available for passengers with special needs at Indira Gandhi International Airport Delhi ?,"All terminals at Indira Gandhi International Airport have been designed to ensure safe movement of passengers with reduced mobility. Designated car parking bays, elevators, reclined passenger movers have been installed ,to enhance the airport experience. A special counter, located near gate number 1 at Terminal 3 and gate number 8 at T1D has been placed to facilitate passengers who need wheel chairs. A passenger can also call “Special Assistance” from the telephone installed at the curb side of Terminal 3 Gate no. 1 in departures at T-2",26-05-2025
Baggage,What is the left luggage facility at Rajiv Gandhi International Airport Hyderabad ?,"Passengers who do not wish to carry their baggage for a short period of time while they go about their business can leave their baggage in the safe custody of an agency for a charge. Left Luggage facility at Rajiv Gandhi International Airport Hyderabad is provided by Make My Trip, having counters at arrivals and departures which operates round the clock. Contact 040 66603677 Make My Trip at Airport Village for Left Luggage facility (Cloak Room services)",26-05-2025
Passenger,What do I need to know if l am a Traveler with a Disability or Medical Condition?,"In order to assist persons with disabilities or medical concerns, certain guidelines have been developed with input from various groups and have trained our airport screeners in the methodology needed to ensure secure and comfortable screening at all Security Checkpoints.",26-05-2025
Passenger,Where can I purchase an International SIM card from inside the Chhatrapati Shivaji International Airport (CSIA) Mumbai ?,"For passengers travelling via Terminal T2 to international destinations, international SIM cards can be purchased from the Uniconnect counters located at departure level (level 4) and opposite boarding gate 69.",26-05-2025
Passenger,What are the details of car parking in Indira Gandhi International Airport Delhi ? Is self car parking available at Indira Gandhi International Airport Delhi,Self driven cars can be parked at the Multi Level Car Park located across from Terminal 3 and the Surface Car Park located across from Terminal 1. Please click http://www.newdelhiairport.in/delhi-airport-parking-services.aspx to check all details pertaining to parking at the airport.,26-05-2025
Passenger,Is Indira Gandhi International Airport Delhi equipped to operate in Fog and Adverse weather?,"Indira Gandhi International Airport Delhi has state-of-art CAT IIIB Instrument landing systems equipped on Runways 11, 29 and 28. These systems are the most advanced of its class and provide the guidance required for pilots to land an aircraft in low visibility conditions. While the equipment are available at airport, it also requires aircraft to be equipped on board and pilot to be trained to utilize these systems, i.e.; be CAT IIIB compliant. Most modern aircraft are CAT IIIB compliant and Airlines are required to roster CATIIIB qualified pilots during fog.",26-05-2025
Passenger,What is the maximum number of travelers for whom I can make an online reservation on the Air India website?,"In one online transaction, passengers can book up to nine (9) passengers, including adults and children in your traveling party. Infants are co-related to the number of adults in the traveling party. The figure could vary in Business and First class depending on the configuration of the aircraft. However for Code Share bookings it is limited to 4 (Four) passengers per booking.",26-05-2025
Passenger,Does IndiGo offer wait-listed or standby seats ?,"No, IndiGo does not offer wait-listed or standby seats. IndiGo's commitment to serve you with an efficient and precise service results in providing you with a confirmed seat on all IndiGo flights.",26-05-2025
Passenger,Does IndiGo offer special fares ?,"IndiGo offers discounts to families, serving and retired Armed Forces personnel and their families, Paramilitary Forces personnel and their families and Senior Citizens, subject to specific terms and conditions",26-05-2025
Passenger,"Can I change the name, sector , date and time on my IndiGo booking ?","Changes to your name, your origin of travel, and/or your destination of travel are not permitted. 

Changes to the date or time can be made by contacting IndiGo no later than 2 hours before the scheduled departure time for travel within India and 4 hours before the scheduled departure for international travel. You can make changes by contacting IndiGo Call Centre, IndiGo Airport Counters, goindigo.in or through IndiGo Shops, or participating Travel Agents who made the original booking. Changes will result in a fee depending on fare type, and varies for domestic and international flights. The fee will be per customer plus any difference in the fare between the original fare paid and the fare for the revised booking. For reservation processed in currencies other than INR, equivalent charges will be levied.

All fees and surcharges are carried across to the new booking. Depending on the changes requested, additional surcharges or fees may apply.

If the difference in fare, less applicable fees, results in a credit to you, then you shall receive a credit for travel on IndiGo that will remain valid for twelve (12) months from the date of issue.

In the event you choose to opt for a refund, the form of refund will match the form of original payment.",26-05-2025
Passenger,What type of aircraft does SpiceJet fly on International routes?,SpiceJet flies Boeing 737-800's and 737-900 ER's configured with single class with a seating capacity of 189 and 212 respectively.,26-05-2025
Passenger,"If I want to book my meals online for my Jet Airways flight, how much advance notice do I have to give ?","The Online Meal Request is available on the Manage Booking section. For standard meals, the online request should be made at least 2 hours prior to flight departure. For special meals, the online request should be made at least 24 hours prior to flight departure. These timings may change without notice and passengers are requested to verify the same at the time of reservation.",26-05-2025
Passenger,Which bookings can I use to cancel/refund on Manage Booking facility on Jet Airways website ?,Cancellation and refund of bookings on Manage Booking facility is available for eTickets that are booked on jetairways.com only and before making any changes. This facility can be utilized for both Domestic and International sectors.,26-05-2025
Passenger,Is there an age criteria for enrolling into the JetPrivilege programme?,"Yes. Individuals above age of 12 years can enrol directly into the JetPrivilege programme. Children between the age of 2-11 can be enrolled into JetPrivilege through the MyFamily+ programme feature. However, they will have to be enrolled by an existing JetPrivilege member who is either the Parent or the Legal Guardian. The child's JetPrivilege account will be linked to parent / legal Guardian's till the child is 12 years of age, post which the child's account will be delinked and become an independent account. Please note, the MyFamily+ programme feature is currently available only for member’s within India.",26-05-2025
Passenger,What is Jet Airways Kiosk Check-in?,Jet Airways is proud to present our Kiosk Check-in service - a convenient and an alternative way to check in at the airport. Kiosk Check-in allows you to select your preferred seat and print your boarding pass in 4-simple steps.,26-05-2025
Passenger,Who can use Jet Airways Kiosk Check-in?,"Kiosk check-in service can be availed by following guest :
- Holding a confirmed , valid eTicket .
- Anytime between 45 minutes and 24 hours prior to flight departure for domestic and 60 minutes to 24 hours for international . 
- For guests departing from an airport where Kiosk check-in is available;",26-05-2025
Passenger,What services does GoAir provide under GoBusiness ?,"The GoBusiness service is a product offered by GoAir to customers who prefer traveling in Business Class comfort at almost economy prices. GoAir GoBusiness cabin features include:

Privacy and elbow room along with a vacant middle seat
Complimentary in-flight meals
Enhanced baggage allowance of 35 kg
Complimentary food & beverage invitation for lounge/restaurant at select airports
Car transfers between the terminal and the aircraft at select airports
Priority check-in and disembarkation
Personalized on-board service",26-05-2025
Passenger,What is Club Vistara ?,"Club Vistara is a rewards program as unique as you. 

Your loyalty to Vistara is cherished and we want to ensure you get the best when you fly with us. Take your Vistara experience to newer heights with our frequent flyer program – the fastest rewarding program in the Indian sky.

Increased baggage allowance, priority boarding, lounge access and many more special benefits await you, including other perks that increase as you reach higher Club Vistara tiers.

You stop at nothing. So why should your frequent flyer program? Elevate your travel experience, join Club Vistara.",26-05-2025
Passenger,Does Vistara provide discounts for Students ?,"At Vistara, we are delighted to offer Vistara Student Discount - an opportunity to get up to 10% off each time you choose to book an Economy Class flight with us via airvistara.com.",26-05-2025
Passenger,How do I travel between terminals at Indira Gandhi International Airport Delhi ?,Inter terminal transfer coaches are provided which connect passengers between Terminal 3 and Terminal 1D . A Inter Terminal Transfer Helpdesk is located outside the arrival terminals for assistance.,26-05-2025
Security,What should I expect at the Security Checkpoint?,The Passenger Security Checkpoint includes three (3) primary steps.,26-05-2025
License,Where a person can get information for issue/conversion of a licence?,The requirements for conversion/issue of licence are specified in CAR Section 7 Series ‘G’ Part I and schedule-II of the aircraft rules. The requirements for CPL are also clearly spelled out in the application form for issue / conversions of CPL.,26-05-2025
License,Whether a licence lapsed can be renewed?,Expired license are renewed under Rule 42 of the Aircraft Rules. The requirements for renewal of expired licences/ ratings are laid down in CAR Section 7 Series ‘H’ Part I also.,26-05-2025
License,Whether fee will be adjusted in case documents are withdrawn due to some shortfall in papers?,"The requirement for fees for issue, renewal and validation of licences and ratings are specified in Rule 48 (1) of the Aircraft Rules. In case the documents are withdrawn due to some shortfall in the papers, the fee deposited can be adjusted at the time of issue, renewal and validation of licences/ratings subsequently.",26-05-2025
License,How much time is taken by DGCA to process the issue of licence?,"for issue of license, the entire documents are returned for necessary compliance and addition 15 days are required for reexamination of the documents form the date of submission of documents in DGCA.",26-05-2025
License,How to renew IR on CPL?,India subject to compliance to the recency requirement as laid down in the operations circular 2 of 2004,26-05-2025
License,Whether any permission is required for carrying out instrument rating test outside India on Indian CPL?,of the concerned ICAO contracting state.,26-05-2025
License,where an I get my license renewed?,You can get renewed near the section of plaza,26-05-2025
Special Needs,Can a wheelchair be made available to me all the way to the aircraft?,"Yes. Passengers are requested to pre-book wheelchairs at the time of flight booking / ticket issuance to avoid last minute delays / non availability of wheelchairs. However, business class passengers should note that if traveling by the B747/COMBI/744 aircraft types, ascending/descending steps will be necessary. Hence, before making your reservation please check the type of aircraft with our reservations center. You should be able to ascend/descend the steps and walk to/from your seat.",26-05-2025
Special Needs,Can I carry my own electrically operated wheelchair with me on board the aircraft?,"Yes. However, a medical certificate stating the need to carry and operate your own wheelchair has to be produced.",26-05-2025
Special Needs,Till what stage can a pregnant woman travel without an escort?,"An expectant mother in good health may be accepted for transportation up to and including the 32nd week of pregnancy. At the time of making the bookings, if the pregnancy is advanced beyond 32 weeks and with the anticipation of normal delivery, the expectant mother be accepted for travel up to and including the 35th week of pregnancy, i.e., up to, at least 5 weeks prior to the expected date of confinement. A medical certificate from the attending obstetrician must be obtained stating that she is fit to travel.",26-05-2025
Special Needs,"if l wish to carry my pet with me on board the aircraft, can I?","Pet animals can be carried as an accompanied baggage or shipped as Cargo. You will have to make this request at the time of making your booking. The staff will advise you about certain formalities that you will have to complete. Pets will be carried at an additional charge and will not be included in the Free Baggage Allowance, even if the passenger has no other baggage. Normal Excess Baggage Charges would be applicable for carriage of accompanied pets on domestic journeys within India.",26-05-2025
Special Needs,Where are the Baby Care Rooms located at Chhatrapati Shivaji International Airport (CSIA) Mumbai ?,"Baby Care Rooms are located at Terminal 1  and Terminal T2 of Chhatrapati Shivaji International Airport (CSIA) Mumbai.
For details please visit - www.csia.in/atcsia/child-care-facility.aspx",26-05-2025
Special Needs,Is there any Child Care lounge facility at Rajiv Gandhi International Airport Hyderabad ?,Separate Child Care Lounges are not available but Nappy change rooms are available at Departures and Arrivals of Indira Gandhi International Airport Delhi. The airport is working towards providing a Nursing room.,26-05-2025
Special Needs,Does Rajiv Gandhi International Airport Hyderabad have any medical facility ?,"The Medical Centre at Airport is facilitated by Apollo Medical Centre, equipped with a 24-hour pharmacy and well-trained doctors and paramedics available round the clock at RGIA, to serve as an emergency treatment centre for passengers/visitors who may develop medical complications while on travel or in the airport premises. The airport also has an Ambulance on standby to cater to any medical emergency. Apart from this APOLLO Pharmacy is available at Car Park Level, Domestic Security Hold area & International Security Hold area.",26-05-2025
Special Needs,Does Netaji Subhash Chandra Bose International Airport Kolkata have any medical facility ?,"Round the clock Medical Facilities are available at Terminal -2 which are being managed by AAI and Medica Super Speciality Hospital. Medical Inspection room in Departure Level is being managed by AAI and they can be contacted at 251198017 /25691033.Medical Inspection room at Arrival Level is being managed by Medica Super Speciality Hospital and they can be contacted at 25691128 / 9903388004. In case of emergency, passengers can also contact Airport Manager for arranging Medical assistance.

The contact No.s are given below:
Terminal Manager (Departure)- 25118036 / 25691002
Terminal Manager (Arrival)- 25118038 / 25691003",26-05-2025
Special Needs,What special services does IndiGo Offer ?,"IndiGo offers special services for Unaccompanied Minors, Infants and Wheelchair Customers. Such Customers are required to mention the requirement of these services at the time of making the booking. IndiGo reserves the right to deny these services to Customers if not requested in advance.
Any customer who require medical assistance or stretchers are required to complete the IndiGo Medical Information Form which can be found in the Information Centre.",26-05-2025
Special Needs,Can I carry my pet on board of IndiGo flights?,IndiGo does not permit the carriage of pets or animals on its aircraft. Guide dogs for blind customers are exempt from this rule and must be booked via IndiGo Call Centre.,26-05-2025
Special Needs,Does SpiceJet allow me to bring my pets on board with me for International  travel?,"No. SpiceJet does not permit the carriage of pets on its international flights. Guide dogs for blind Customers are exempt from this rule, but any Customer traveling with a guide dog should make his/her reservation via the SpiceJet Reservations and provide us notice that a guide dog will be traveling. Please note that guide dogs for the blind may not occupy any seat. The Customer is required to bring a moisture absorbent mat, and to place it under the guide dog. Further, the guide dog should be properly trained, restrained and muzzled.",26-05-2025
Baggage,Should I lock my Baggage?,"Yes. In case of the requirements of physical check on doubt, you will be requested to open the baggage yourself.",26-05-2025
Baggage,Is there any Baggage Wrapping facility at Chennai International Airport ?,"Baggage wrapping service using state of the art technology is available in the city side as well as the check in area of International Terminals.

Please Note: Currently INR 399/- per bag is being charged for baggage wrapping. Cash, Paytm, Debit card & Credit card are accepted.",26-05-2025
Baggage,What are the baggage allowances for Jet Airways operated flights ?,"Free Baggage Allowance depends on a variety of factors such as guest type (Adult / Child / Infant), class of booking, point of sale (country where ticket is purchased), point of origin (place of commencement of journey), booking period, routing and more. Free Baggage Allowance (FBA) displayed on the ticket/ booking will be considered as the FBA applicable for your journey. Guests are requested to kindly refer to their e-ticket / booking, to confirm the applicable free baggage allowance.

Please note that additional baggage allowance is not displayed on your ticket.

For our JetPrivilege Platinum / Gold / Silver members who are also co-brand credit card members, only the higher of the two allowances will apply.
For example: If a JetPrivilege Platinum member is also a co-brand credit card holder, the guest will be entitled to only 20 kgs of additional baggage allowance and not 30kgs, when travelling in Première within the Indian Subcontinent.

Effective Oct 4, 2016, JetPrivilege Silver, Gold & Platinum members will enjoy additional baggage allowance when flying with Etihad Airways Partner airlines. For details, click here.

In case separate tickets are issued for routes within India with international connections, the baggage allowance shown on the domestic ticket will apply to routes within India on Jet Airways flights.

For journeys between India and international destinations, where international flights have connections with Jet Airways flights operating within India, additional excess baggage rate of USD 6 per kg will apply. (Exception: This additional excess baggage rate of USD 6 per kg is not applicable on flights departing from Gulf / Middle East with connections on domestic India flights.)

All guests carrying check-in baggage or items exceeding the specified dimensions of 158 cms will be charged a fee of INR 1000 (service tax as applicable) at the airport counter. This fee will be charged in addition to the existing excess baggage fee wherever applicable. This fee is applicable to all guests travelling within India.",26-05-2025
